 table_schema |             table_name             |          column_name          |          data_type          
 itsm_inf     | if_itsm_tb_itr055_r                | eai_seq_id                    | bigint
 itsm_inf     | if_itsm_tb_itr055_r                | biz_dt                        | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | batch_no                      | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | batch_type                    | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | batch_job_nm                  | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | biz_sys_cd                    | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | error_gbn                     | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | data_interface_date           | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr055_r                | apps_transfer_flag            | character varying
 itsm_inf     | if_itsm_tb_itr055_r                | apps_transfer_date            | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr055_r                | apps_transfer_msg             | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | relcode                       | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | relcode_seq                   | bigint
 itsm_inf     | if_itsm_tb_itr060_r                | intfaceid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | isid                          | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | procuserid                    | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | procusername                  | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | procenddate                   | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_r                | dendmsg                       | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | depuserid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | depusername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | rejuserid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | rejusername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | rejenddate                    | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_r                | depdate                       | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_r                | rgter_id                      | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | rgt_date                      | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_r                | moder_id                      | character varying
 itsm_inf     | if_itsm_tb_itr060_r                | mod_date                      | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_s                | relcode                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | relcode_seq                   | bigint
 itsm_inf     | if_itsm_tb_itr060_s                | intfaceid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | isid                          | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | syscode                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | jobcode                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | title                         | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | detail                        | text
 itsm_inf     | if_itsm_tb_itr060_s                | requserid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | requsername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | regusid                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | regusername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | depuserid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | depusername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | wfdcode                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | rejuserid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | rejusername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | rejenddate                    | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_s                | canuserid                     | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | canusername                   | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | canenddate                    | timestamp without time zone
 itsm_inf     | if_itsm_tb_itr060_s                | dendmsg                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | reqdate                       | character varying
 itsm_inf     | if_itsm_tb_itr060_s                | prjcode                       | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | ret_corp_cd                   | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | ret_er_id                     | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | ret_dt                        | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | ret_rgt_dt                    | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | stat_cd                       | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | prcd_prcs_rslt                | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | prcd_prcs_mst                 | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | rgter_id                      | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | rgt_date                      | timestamp without time zone
 itsm_inf     | if_itsm_tb_pcb015_r                | moder_id                      | character varying
 itsm_inf     | if_itsm_tb_pcb015_r                | mod_date                      | timestamp without time zone
 itsm_inf     | if_log_login_r                     | sys_gbn                       | character varying
 itsm_inf     | if_log_login_r                     | eai_seq_id                    | bigint
 itsm_inf     | if_log_login_r                     | member_id                     | character varying
 itsm_inf     | if_log_login_r                     | user_id                       | character varying
 itsm_inf     | if_log_login_r                     | user_name                     | character varying
 itsm_inf     | if_log_login_r                     | log_date                      | timestamp without time zone
 itsm_inf     | if_log_login_r                     | client_ip                     | character varying
 itsm_inf     | if_log_login_r                     | search_gbn                    | character varying
 itsm_inf     | if_log_login_r                     | menu_id                       | character varying
 itsm_inf     | if_log_login_r                     | menu_name                     | character varying
 itsm_inf     | if_log_login_r                     | target_id                     | character varying
 itsm_inf     | if_log_login_r                     | target_name                   | character varying
 itsm_inf     | if_log_login_r                     | act_code                      | character varying
 itsm_inf     | if_log_login_r                     | act_name                      | character varying
 itsm_inf     | if_log_login_r                     | sub_code                      | character varying
 itsm_inf     | if_log_login_r                     | sub_name                      | character varying
 itsm_inf     | if_log_login_r                     | excel_reason                  | character varying
 itsm_inf     | if_log_login_r                     | bigo                          | character varying
 itsm_inf     | if_log_login_r                     | sys_date                      | timestamp without time zone
 itsm_inf     | if_log_login_r                     | if_rec_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_doc                     | appr_id                       | character varying
 itsm_inf     | ikep4_appr_doc                     | form_id                       | character varying
 itsm_inf     | ikep4_appr_doc                     | parent_appr_id                | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_group_id                 | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_doc_type                 | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_doc_no                   | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_title                    | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_req_date                 | timestamp without time zone
 itsm_inf     | ikep4_appr_doc                     | appr_period_cd                | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_doc_cd                   | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_security_type            | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_doc_status               | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_end_date                 | timestamp without time zone
 itsm_inf     | ikep4_appr_doc                     | is_appr_receive               | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_line_type                | numeric
 itsm_inf     | ikep4_appr_doc                     | register_id                   | character varying
 itsm_inf     | ikep4_appr_doc                     | register_name                 | character varying
 itsm_inf     | ikep4_appr_doc                     | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_doc                     | updater_id                    | character varying
 itsm_inf     | ikep4_appr_doc                     | updater_name                  | character varying
 itsm_inf     | ikep4_appr_doc                     | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_doc                     | is_hidden                     | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_group_name               | character varying
 itsm_inf     | ikep4_appr_doc                     | register_job_title            | character varying
 itsm_inf     | ikep4_appr_doc                     | register_message              | character varying
 itsm_inf     | ikep4_appr_doc                     | portal_id                     | character varying
 itsm_inf     | ikep4_appr_doc                     | system_id                     | character varying
 itsm_inf     | ikep4_appr_doc                     | approver_id                   | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_type                     | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_link_type                | numeric
 itsm_inf     | ikep4_appr_doc                     | appr_link_seq                 | character varying
 itsm_inf     | ikep4_appr_doc                     | old_appr_id                   | character varying
 itsm_inf     | ikep4_appr_doc                     | appr_link_sys_name            | character varying
 itsm_inf     | ikep4_appr_doc_data                | appr_id                       | character varying
 itsm_inf     | ikep4_appr_doc_data                | doc_version                   | bigint
 itsm_inf     | ikep4_appr_doc_data                | form_version                  | bigint
 itsm_inf     | ikep4_appr_doc_data                | form_editor_data              | text
 itsm_inf     | ikep4_appr_doc_data                | form_data                     | text
 itsm_inf     | ikep4_appr_doc_data                | form_layout_data              | text
 itsm_inf     | ikep4_appr_doc_data                | change_reason                 | character varying
 itsm_inf     | ikep4_appr_doc_data                | register_id                   | character varying
 itsm_inf     | ikep4_appr_doc_data                | register_name                 | character varying
 itsm_inf     | ikep4_appr_doc_data                | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_doc_data                | form_linked_data              | text
 itsm_inf     | ikep4_appr_doc_data                | link_url                      | character varying
 itsm_inf     | ikep4_appr_form                    | form_id                       | character varying
 itsm_inf     | ikep4_appr_form                    | form_name                     | character varying
 itsm_inf     | ikep4_appr_form                    | form_parent_id                | character varying
 itsm_inf     | ikep4_appr_form                    | form_order                    | double precision
 itsm_inf     | ikep4_appr_form                    | form_desc                     | character varying
 itsm_inf     | ikep4_appr_form                    | appr_doc_type                 | numeric
 itsm_inf     | ikep4_appr_form                    | usage                         | numeric
 itsm_inf     | ikep4_appr_form                    | def_line_id                   | character varying
 itsm_inf     | ikep4_appr_form                    | def_line_use                  | numeric
 itsm_inf     | ikep4_appr_form                    | is_appr_period                | numeric
 itsm_inf     | ikep4_appr_form                    | appr_period_cd                | character varying
 itsm_inf     | ikep4_appr_form                    | is_appr_doc                   | numeric
 itsm_inf     | ikep4_appr_form                    | appr_doc_cd                   | character varying
 itsm_inf     | ikep4_appr_form                    | is_appr_security              | numeric
 itsm_inf     | ikep4_appr_form                    | is_appr_title                 | numeric
 itsm_inf     | ikep4_appr_form                    | is_appr_attach                | numeric
 itsm_inf     | ikep4_appr_form                    | auth_use                      | numeric
 itsm_inf     | ikep4_appr_form                    | auth_user_id                  | character varying
 itsm_inf     | ikep4_appr_form                    | register_id                   | character varying
 itsm_inf     | ikep4_appr_form                    | register_name                 | character varying
 itsm_inf     | ikep4_appr_form                    | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_form                    | updater_id                    | character varying
 itsm_inf     | ikep4_appr_form                    | updater_name                  | character varying
 itsm_inf     | ikep4_appr_form                    | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_form                    | is_def_line_update            | numeric
 itsm_inf     | ikep4_appr_form                    | appr_security_type            | numeric
 itsm_inf     | ikep4_appr_form                    | portal_id                     | character varying
 itsm_inf     | ikep4_appr_form                    | system_id                     | character varying
 itsm_inf     | ikep4_appr_form                    | start_date                    | timestamp without time zone
 itsm_inf     | ikep4_appr_form                    | end_date                      | timestamp without time zone
 itsm_inf     | ikep4_appr_line                    | appr_id                       | character varying
 itsm_inf     | ikep4_appr_line                    | appr_type                     | bigint
 itsm_inf     | ikep4_appr_line                    | approver_id                   | character varying
 itsm_inf     | ikep4_appr_line                    | approver_name                 | character varying
 itsm_inf     | ikep4_appr_line                    | approver_group_name           | character varying
 itsm_inf     | ikep4_appr_line                    | approver_job_title            | character varying
 itsm_inf     | ikep4_appr_line                    | approver_type                 | numeric
 itsm_inf     | ikep4_appr_line                    | appr_order                    | numeric
 itsm_inf     | ikep4_appr_line                    | appr_status                   | numeric
 itsm_inf     | ikep4_appr_line                    | appr_message                  | character varying
 itsm_inf     | ikep4_appr_line                    | line_modify_auth              | numeric
 itsm_inf     | ikep4_appr_line                    | doc_modify_auth               | numeric
 itsm_inf     | ikep4_appr_line                    | read_modify_auth              | numeric
 itsm_inf     | ikep4_appr_line                    | entrust_user_id               | character varying
 itsm_inf     | ikep4_appr_line                    | entrust_user_name             | character varying
 itsm_inf     | ikep4_appr_line                    | entrust_group_name            | character varying
 itsm_inf     | ikep4_appr_line                    | entrust_job_title             | character varying
 itsm_inf     | ikep4_appr_line                    | view_date                     | timestamp without time zone
 itsm_inf     | ikep4_appr_line                    | appr_date                     | timestamp without time zone
 itsm_inf     | ikep4_appr_line                    | sign_file_id                  | character varying
 itsm_inf     | ikep4_appr_line                    | entrust_id                    | character varying
 itsm_inf     | ikep4_appr_line                    | appr_system                   | numeric
 itsm_inf     | ikep4_appr_line                    | appr_parallel_order           | numeric
 itsm_inf     | ikep4_appr_read                    | appr_id                       | character varying
 itsm_inf     | ikep4_appr_read                    | read_id                       | character varying
 itsm_inf     | ikep4_appr_read                    | read_type                     | bigint
 itsm_inf     | ikep4_appr_read                    | register_id                   | character varying
 itsm_inf     | ikep4_appr_read                    | register_name                 | character varying
 itsm_inf     | ikep4_appr_read                    | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_appr_read                    | group_id                      | character varying
 itsm_inf     | ikep4_appr_reference               | appr_id                       | character varying
 itsm_inf     | ikep4_appr_reference               | user_id                       | character varying
 itsm_inf     | ikep4_appr_reference               | group_id                      | character varying
 itsm_inf     | ikep4_appr_reference               | receive_message               | character varying
 itsm_inf     | ikep4_appr_reference               | view_date                     | timestamp without time zone
 itsm_inf     | ikep4_appr_reference               | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_dm_file                      | file_id                       | character varying
 itsm_inf     | ikep4_dm_file                      | file_path                     | character varying
 itsm_inf     | ikep4_dm_file                      | file_name                     | character varying
 itsm_inf     | ikep4_dm_file                      | file_real_name                | character varying
 itsm_inf     | ikep4_dm_file                      | file_extension                | character varying
 itsm_inf     | ikep4_dm_file                      | file_contents_type            | character varying
 itsm_inf     | ikep4_dm_file                      | file_size                     | numeric
 itsm_inf     | ikep4_dm_file                      | register_id                   | character varying
 itsm_inf     | ikep4_dm_file                      | register_name                 | character varying
 itsm_inf     | ikep4_dm_file                      | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_dm_file                      | updater_id                    | character varying
 itsm_inf     | ikep4_dm_file                      | updater_name                  | character varying
 itsm_inf     | ikep4_dm_file                      | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_dm_file                      | editor_attach                 | numeric
 itsm_inf     | ikep4_dm_file_link                 | file_link_id                  | character varying
 itsm_inf     | ikep4_dm_file_link                 | item_type_code                | character varying
 itsm_inf     | ikep4_dm_file_link                 | item_id                       | character varying
 itsm_inf     | ikep4_dm_file_link                 | file_id                       | character varying
 itsm_inf     | ikep4_dm_file_link                 | register_id                   | character varying
 itsm_inf     | ikep4_dm_file_link                 | register_name                 | character varying
 itsm_inf     | ikep4_dm_file_link                 | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_dm_file_link                 | updater_id                    | character varying
 itsm_inf     | ikep4_dm_file_link                 | updater_name                  | character varying
 itsm_inf     | ikep4_dm_file_link                 | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_job_duty                  | job_duty_code                 | character varying
 itsm_inf     | ikep4_ev_job_duty                  | portal_id                     | character varying
 itsm_inf     | ikep4_ev_job_duty                  | job_duty_name                 | character varying
 itsm_inf     | ikep4_ev_job_duty                  | comp_cd                       | character varying
 itsm_inf     | ikep4_ev_job_duty                  | sort_order                    | character varying
 itsm_inf     | ikep4_ev_job_duty                  | register_id                   | character varying
 itsm_inf     | ikep4_ev_job_duty                  | register_name                 | character varying
 itsm_inf     | ikep4_ev_job_duty                  | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_job_duty                  | updater_id                    | character varying
 itsm_inf     | ikep4_ev_job_duty                  | updater_name                  | character varying
 itsm_inf     | ikep4_ev_job_duty                  | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_job_duty                  | job_duty_english_name         | character varying
 itsm_inf     | ikep4_ev_job_duty                  | data_from                     | character varying
 itsm_inf     | ikep4_ev_job_title                 | job_title_code                | character varying
 itsm_inf     | ikep4_ev_job_title                 | portal_id                     | character varying
 itsm_inf     | ikep4_ev_job_title                 | job_title_name                | character varying
 itsm_inf     | ikep4_ev_job_title                 | comp_cd                       | character varying
 itsm_inf     | ikep4_ev_job_title                 | sort_order                    | character varying
 itsm_inf     | ikep4_ev_job_title                 | register_id                   | character varying
 itsm_inf     | ikep4_ev_job_title                 | register_name                 | character varying
 itsm_inf     | ikep4_ev_job_title                 | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_job_title                 | updater_id                    | character varying
 itsm_inf     | ikep4_ev_job_title                 | updater_name                  | character varying
 itsm_inf     | ikep4_ev_job_title                 | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_job_title                 | job_title_english_name        | character varying
 itsm_inf     | ikep4_ev_job_title                 | data_from                     | character varying
 itsm_inf     | ikep4_ev_user                      | user_id                       | character varying
 itsm_inf     | ikep4_ev_user                      | portal_id                     | character varying
 itsm_inf     | ikep4_ev_user                      | user_password                 | character varying
 itsm_inf     | ikep4_ev_user                      | user_status                   | character varying
 itsm_inf     | ikep4_ev_user                      | emp_no                        | character varying
 itsm_inf     | ikep4_ev_user                      | mail                          | character varying
 itsm_inf     | ikep4_ev_user                      | user_name                     | character varying
 itsm_inf     | ikep4_ev_user                      | user_english_name             | character varying
 itsm_inf     | ikep4_ev_user                      | team_name                     | character varying
 itsm_inf     | ikep4_ev_user                      | timezone_id                   | character varying
 itsm_inf     | ikep4_ev_user                      | mobile                        | character varying
 itsm_inf     | ikep4_ev_user                      | office_phone_no               | character varying
 itsm_inf     | ikep4_ev_user                      | home_phone_no                 | character varying
 itsm_inf     | ikep4_ev_user                      | office_basic_address          | character varying
 itsm_inf     | ikep4_ev_user                      | office_detail_address         | character varying
 itsm_inf     | ikep4_ev_user                      | office_zipcode                | character varying
 itsm_inf     | ikep4_ev_user                      | home_basic_address            | character varying
 itsm_inf     | ikep4_ev_user                      | home_detail_address           | character varying
 itsm_inf     | ikep4_ev_user                      | home_zipcode                  | character varying
 itsm_inf     | ikep4_ev_user                      | birthday                      | character varying
 itsm_inf     | ikep4_ev_user                      | wedding_anniv                 | character varying
 itsm_inf     | ikep4_ev_user                      | picture_id                    | character varying
 itsm_inf     | ikep4_ev_user                      | profile_picture_id            | character varying
 itsm_inf     | ikep4_ev_user                      | leader                        | numeric
 itsm_inf     | ikep4_ev_user                      | job_class_code                | character varying
 itsm_inf     | ikep4_ev_user                      | job_rank_code                 | character varying
 itsm_inf     | ikep4_ev_user                      | job_duty_code                 | character varying
 itsm_inf     | ikep4_ev_user                      | job_position_code             | character varying
 itsm_inf     | ikep4_ev_user                      | job_title_code                | character varying
 itsm_inf     | ikep4_ev_user                      | locale_code                   | character varying
 itsm_inf     | ikep4_ev_user                      | twitter_account               | character varying
 itsm_inf     | ikep4_ev_user                      | twitter_auth_code             | character varying
 itsm_inf     | ikep4_ev_user                      | facebook_account              | character varying
 itsm_inf     | ikep4_ev_user                      | facebook_auth_code            | character varying
 itsm_inf     | ikep4_ev_user                      | profile_status                | character varying
 itsm_inf     | ikep4_ev_user                      | current_job                   | character varying
 itsm_inf     | ikep4_ev_user                      | expert_field                  | character varying
 itsm_inf     | ikep4_ev_user                      | register_id                   | character varying
 itsm_inf     | ikep4_ev_user                      | register_name                 | character varying
 itsm_inf     | ikep4_ev_user                      | regist_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_user                      | updater_id                    | character varying
 itsm_inf     | ikep4_ev_user                      | updater_name                  | character varying
 itsm_inf     | ikep4_ev_user                      | update_date                   | timestamp without time zone
 itsm_inf     | ikep4_ev_user                      | team_english_name             | character varying
 itsm_inf     | ikep4_ev_user                      | mail_password                 | character varying
 itsm_inf     | ikep4_ev_user                      | nation_code                   | character varying
 itsm_inf     | ikep4_ev_user                      | profile_picture_path          | character varying
 itsm_inf     | ikep4_ev_user                      | picture_path                  | character varying
 itsm_inf     | ikep4_ev_user                      | approval_password             | character varying
 itsm_inf     | ikep4_ev_user                      | data_from                     | character varying
 itsm_inf     | ikep4_ev_user                      | sort_order                    | character varying
 itsm_inf     | ikep4_ev_user                      | password_update_date          | timestamp without time zone
 itsm_inf     | ikep4_ev_user                      | ssn                           | character varying
 itsm_inf     | ikep4_ev_user                      | comp_cd                       | character varying
 itsm_inf     | ikep4_ev_user                      | org_cd                        | character varying
 itsm_inf     | ikep4_ev_user                      | group_mail_flag               | character varying
 itsm_inf     | ikep4_ev_user                      | retire_ymd                    | character varying
 itsm_inf     | ikep4_ev_user                      | fax                           | character varying
 itsm_inf     | ikep4_ev_user                      | free_call_no                  | character varying
 itsm_inf     | ikep4_ev_user                      | user_id_desc                  | character varying
 itsm_inf     | ikep4_ev_user                      | login_date                    | character varying
 itsm_inf     | ikep4_ev_user                      | ap_use_flag                   | character varying
 itsm_inf     | ikep4_ev_user                      | ap_use_fr_date                | character varying
 itsm_inf     | ikep4_ev_user                      | ap_use_to_date                | character varying
 itsm_inf     | ikep4_ev_user                      | otp_secretkey_key             | character varying
 itsm_inf     | ikep4_ev_user                      | otp_secretkey_key_update_date | timestamp without time zone
 itsm_inf     | ikep4_ev_user                      | job_fg_code                   | character varying
 itsm_inf     | ikep4_ev_user                      | new_yn                        | character varying
 itsm_inf     | ikep4_ev_user                      | ms_mail                       | character varying
 itsm_inf     | ikep4_ev_user                      | ms_object_id                  | character varying
 itsm_inf     | ikep4_ev_user                      | user_password_hr              | character varying
 itsm_inf     | ikep4_ev_user                      | license_flag                  | character
 itsm_inf     | ikep4_ev_user                      | lu_so_fg                      | character varying
 itsm_inf     | tb_batch_log                       | sys_cd                        | character varying
 itsm_inf     | tb_batch_log                       | btch_cd                       | character varying
 itsm_inf     | tb_batch_log                       | btch_prfm_dt                  | timestamp without time zone
 itsm_inf     | tb_batch_log                       | btch_seq                      | bigint
 itsm_inf     | tb_batch_log                       | btch_start_date               | timestamp without time zone
 itsm_inf     | tb_batch_log                       | btch_end_date                 | timestamp without time zone
 itsm_inf     | tb_batch_log                       | btch_rslt_status              | character varying
 itsm_inf     | tb_batch_log                       | btch_rslt_msg                 | character varying
 itsm_inf     | tb_batch_log                       | log_id                        | double precision
 itsm_inf     | tb_batch_log                       | rgter_id                      | character varying
 itsm_inf     | tb_batch_log                       | rgt_date                      | timestamp without time zone
 itsm_inf     | tb_batch_log                       | moder_id                      | character varying
 itsm_inf     | tb_batch_log                       | mod_date                      | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | sys_cd                        | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_cd                       | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_prfm_dt                  | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_seq                      | bigint
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_start_date               | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_end_date                 | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_rslt_status              | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | btch_rslt_msg                 | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | log_id                        | double precision
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | rgter_id                      | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | rgt_date                      | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | moder_id                      | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202006 | mod_date                      | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | sys_cd                        | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_cd                       | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_prfm_dt                  | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_seq                      | bigint
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_start_date               | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_end_date                 | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_rslt_status              | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | btch_rslt_msg                 | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | log_id                        | double precision
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | rgter_id                      | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | rgt_date                      | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | moder_id                      | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202007 | mod_date                      | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | sys_cd                        | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | btch_cd                       | character varying
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | btch_prfm_dt                  | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | btch_seq                      | bigint
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | btch_start_date               | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | btch_end_date                 | timestamp without time zone
 itsm_inf     | tb_batch_log_p_tb_batch_log_202008 | btch_rslt_status              | character varying
